timestamp,duration,session_id,source_ip,source_port,destination_ip,destination_port,protocol,num_auth_attempts
2024-04-29 22:29:42.060440,0,a2eca5a8-2ae8-4a73-a6e2-6e30adc5d4d6,10.1.0.2,43705,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.062460,0,369685fd-6496-4a6e-94ed-8e2f573cdb37,10.1.0.2,44153,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.064410,0,256fcd84-04e2-417f-999b-401ca52f1425,10.1.0.2,44221,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.066468,0,5ce84ed2-5797-4204-b438-5b8dff95567f,10.1.0.2,45379,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.068763,0,1a0b3437-4266-4bb1-9219-70d5efc05c24,10.1.0.2,40517,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.070969,0,f23e5328-b3a0-40c0-b35f-ede58ea4e17d,10.1.0.2,33555,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.073385,0,cf3976a9-03b4-4079-838c-62ebbf74fec9,10.1.0.2,37849,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.075368,0,06ab40e0-be5c-45e2-b92d-6e2b69ea23a6,10.1.0.2,37685,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.077093,0,6b631c55-272d-45da-a774-63862d7c5b41,10.1.0.2,36163,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.078668,0,a3ba0cdd-77ba-41d2-af23-e6e2b98effc1,10.1.0.2,37587,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.080578,0,8b50b729-1ee6-4b21-9ba3-c8ec8269bbe9,10.1.0.2,41743,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.082268,0,4aee3fe4-feec-4a3f-9e8f-317d8665dc87,10.1.0.2,40093,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.083984,0,0e4ab04c-0702-431c-863a-e333ce53eee3,10.1.0.2,37977,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.085944,0,62cdc0a2-98ca-4f03-a72f-e5face7d4ffb,10.1.0.2,35047,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.088206,0,1cdef7ac-ff3f-4a36-8c3b-26b5eff0427a,10.1.0.2,37331,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.090145,0,3019c39e-5c62-47fd-a585-1718e462efc6,10.1.0.2,34537,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.092147,0,5bbbc862-405a-47f8-8ba4-51b83d368220,10.1.0.2,42777,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.093734,0,d264d6cd-9672-468c-89ea-05eb91709377,10.1.0.2,38645,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.095478,0,1441addf-b436-4ef7-8d17-fec21e785624,10.1.0.2,34461,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.097872,0,17c9f9de-64e5-47e6-91f8-dfb7ba660d3d,10.1.0.2,41239,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.099559,0,970ecbd0-7235-43bd-ab59-8f2ece87eee7,10.1.0.2,38559,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.101527,0,5440ace6-65a5-405a-ad1f-c47031664322,10.1.0.2,46823,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.103501,0,7a41aaab-f62b-4865-bb34-861e3d32998b,10.1.0.2,36733,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.105806,0,a202f0b7-ab61-424c-abf9-6d412f744664,10.1.0.2,46433,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.107527,0,86c60519-b1b7-448d-b704-202afb1f9224,10.1.0.2,41515,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.109291,0,e4e036df-8385-4921-877e-841ce44ee812,10.1.0.2,39901,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.110987,0,a76c6b02-0ab7-4b21-a20c-ed18d8c4aa0c,10.1.0.2,45899,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.112733,0,3ddd35ae-0f44-4c5c-a779-ba84821391da,10.1.0.2,33725,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.114699,0,2cf6095c-8e95-4f77-bc84-e785b2bc9ecd,10.1.0.2,40919,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.116477,0,44bcf5d8-69e0-47c4-9e16-3da611bc71c2,10.1.0.2,35295,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.118327,0,0758c14a-4b43-4231-b8cb-4914a5637c74,10.1.0.2,36337,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.120470,0,8b60a73f-b526-4a81-9f20-673bf22737f8,10.1.0.2,36841,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.122386,0,d01c8a79-8c26-44ee-9a0c-163205ce7c10,10.1.0.2,42535,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.124971,0,979aa2b5-98b0-48d2-97b8-d8509ec4046a,10.1.0.2,42119,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.127338,0,af2bff93-77f1-4567-b702-d733b085df48,10.1.0.2,39097,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.129188,0,0b2f052e-d0e7-433c-a16e-1d8816e8911b,10.1.0.2,34621,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.131439,0,636cd323-55c8-437f-954b-d0356454e31a,10.1.0.2,38945,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.133754,0,b3e2672f-fc58-4084-b71d-1620acaceefc,10.1.0.2,34343,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.135814,0,29e6b76d-bc2c-499d-968b-95635fc8af5a,10.1.0.2,44277,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.138090,0,0f0d6e47-0bdd-426d-82ce-a7024a47eb66,10.1.0.2,39101,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.140597,0,09bc3589-6598-47de-b286-4df8b36b24ea,10.1.0.2,41681,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.142700,0,d020d2f9-f842-4bb2-a0c0-ea9c09e65b9c,10.1.0.2,41201,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.144521,0,b6babbce-a63a-424d-9b15-e252b945b669,10.1.0.2,41985,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.146352,0,82153d97-abf9-4fcf-85c8-08dafce4562c,10.1.0.2,40441,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.148416,0,508d4509-149b-4ae1-a25d-8b03d7a8f2cd,10.1.0.2,46259,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.150369,0,8fb06288-ef88-47e9-a915-40de514d4cba,10.1.0.2,39835,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.152398,0,85103b8d-4f94-4c98-a7fb-470db8cf16a3,10.1.0.2,41439,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.155102,0,11314276-38f4-448d-8e5c-9c6dbe446902,10.1.0.2,35435,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.157337,0,2b371616-2b07-42a9-8d61-9fba302521e9,10.1.0.2,42327,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.159466,0,2d263679-e23b-4870-8e9f-c8919cc18384,10.1.0.2,45545,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.161716,0,62aa2b8a-260c-4bd5-83a6-3cc344f58d1c,10.1.0.2,42943,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.163826,0,410d549b-e733-4fd5-8929-44545c2749ab,10.1.0.2,36561,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.165796,0,53e9924d-6582-40e7-a1b3-af9d414762d9,10.1.0.2,42601,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.167932,0,7cb377ed-b6a1-4dde-8b35-54db102e11f8,10.1.0.2,43363,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.170330,0,1d63de6d-6874-445f-a11d-c1d0a18e675b,10.1.0.2,33375,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.173114,0,8158acb4-40d3-40c9-a1df-1e9dfdb38300,10.1.0.2,41073,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.175121,0,a3788d98-9f99-4d3b-bf3e-2179e07366bc,10.1.0.2,41541,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.177177,0,3a3b1767-0738-489b-9b42-49ebd9b033cc,10.1.0.2,34453,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.179073,0,c17b0c5d-f779-4ac2-8f10-93a924d107ae,10.1.0.2,36029,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.181150,0,8c94b172-9a04-4d1f-bc85-cdd7f2125d19,10.1.0.2,39753,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.182855,0,b5441483-3d7a-41c2-8290-6b325fe6e7dc,10.1.0.2,38759,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.184906,0,4b20c735-8e4c-40be-aee2-64e5ca233240,10.1.0.2,35011,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.187314,0,b4b467a6-646a-475c-8725-dc8b0e78190b,10.1.0.2,32969,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.190101,0,79bdd1c5-d07c-4318-805b-6d25a3a23380,10.1.0.2,40985,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.192030,0,a59ecb34-0e35-4c13-8a0f-0c634e961767,10.1.0.2,42279,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.193947,0,8faa6a55-1a20-4dd3-8ed0-72e711216889,10.1.0.2,32847,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.195676,0,4afcc23b-17e7-4f9b-ab5a-c12d5ae47188,10.1.0.2,36503,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.197639,0,ec25e604-d0c5-4a87-a0b9-5458fcae8b59,10.1.0.2,42009,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.199207,0,2518dee4-35a1-4af5-b097-a1e3f6171d35,10.1.0.2,42743,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.200854,0,a127894d-a528-4794-a3d8-69e1498f1379,10.1.0.2,36311,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.203214,0,af35a095-abff-4992-8d94-a8c83e6b5c66,10.1.0.2,43579,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.205743,0,98587012-2834-4767-bb37-a908f9e6479e,10.1.0.2,45315,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.207711,0,3cd1e49e-add1-42a4-81f8-c7ae887a607b,10.1.0.2,36327,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.209464,0,eea6e795-7f17-4c4c-a745-a948f1e47027,10.1.0.2,33445,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.211336,0,2eae9c56-ccdb-4d08-b0d6-6de0b5ef0f01,10.1.0.2,34655,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.213373,0,2ab89513-6abf-4693-92fb-7ed1fb974b3b,10.1.0.2,32839,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.215106,0,27108387-7c6f-4a6e-ae71-911b57cf4c77,10.1.0.2,41993,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.216809,0,d8a4ce27-a848-4581-a97d-085924cb0eb8,10.1.0.2,43901,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.218947,0,a0f25945-7176-41c5-a2e9-22d1226a7afe,10.1.0.2,38403,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.221553,0,9ebda5ee-46b1-4fe8-ae27-8a67dd176ea6,10.1.0.2,41209,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.223954,0,51688941-cd68-4ba1-adec-aa25041ceda9,10.1.0.2,41183,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.225912,0,16265a91-7dfc-49a7-a9f3-b899487a7221,10.1.0.2,43873,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.228059,0,c0390fcd-3892-4a23-b6ce-35ae0767d6c6,10.1.0.2,42103,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.229892,0,67850203-7ef8-4a8c-9616-d70a64e8fb4c,10.1.0.2,42539,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.231613,0,4d8c641c-9c7f-4dcd-89f7-ce7bc5270de9,10.1.0.2,45155,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.233330,0,e9337248-98ed-4e3b-b890-4d71149f26cf,10.1.0.2,40575,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.235186,0,cc4b8278-474f-4c35-a1a6-709e83e26585,10.1.0.2,39547,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.237836,0,9d9d8123-55ba-4af5-b628-5b4ccf486d00,10.1.0.2,40689,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.239972,0,f0b765e8-ff45-4de2-ab8a-db0d550d8e34,10.1.0.2,37847,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.241595,0,6e0c9495-8b4d-413c-a311-c4014518832c,10.1.0.2,33107,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.243339,0,be0bb574-d0a1-499d-aa70-bf211bb928ab,10.1.0.2,45501,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.245296,0,bf76b542-29f9-41e7-8921-cdbaa3c0dc0a,10.1.0.2,43621,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.247189,0,d81ca853-2699-451e-b887-f506e205830a,10.1.0.2,39067,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.248951,0,16302c13-945f-4a1e-b73d-a55d2d785b41,10.1.0.2,33217,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.250809,0,8f927f60-832b-43f0-ae97-8cdc2e9d877c,10.1.0.2,42425,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.252502,0,3c55d67b-af2b-456e-bf77-c0eb4a925642,10.1.0.2,46569,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.254801,0,778202b2-4613-405b-b9b4-2a182f89b590,10.1.0.2,34327,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.256923,0,75cc2a8d-e9ed-41ec-8f6a-473847d615c5,10.1.0.2,38017,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.258717,0,2ae5dbf4-6bca-4ca1-a3e0-bb851be65fe8,10.1.0.2,34809,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.260575,0,ee6e7620-2f2f-4ebc-bc97-b0eaf1d21d76,10.1.0.2,41103,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.262222,0,b16d2792-f4f1-4e3a-971c-15071b347f37,10.1.0.2,46047,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.264144,0,f4bed5d6-55f5-417e-9cdd-3bab2347f26f,10.1.0.2,42447,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.266134,0,fcc7287a-2c36-49c9-9875-8c8a6470293d,10.1.0.2,35999,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.268080,0,b611f70c-57f3-4749-83e5-88094edce9bc,10.1.0.2,42729,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.274640,0,acae1489-60f4-420f-a043-c9655b670dad,10.1.0.2,45723,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.277427,0,0581d8f9-cb42-4422-8bac-506102fb00a1,10.1.0.2,44125,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.280003,0,4e8b50e5-4b50-4173-ab9a-201818a88928,10.1.0.2,36851,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.282136,0,5f32e002-a6e6-427e-bb5b-bdfce24c4bb3,10.1.0.2,42183,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.284043,0,94c7746b-3ff4-4012-b25e-3000f30b3613,10.1.0.2,38483,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.285905,0,6741a857-b505-4cd0-878d-0c2b69796692,10.1.0.2,41337,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.288147,0,7b6b2fce-f5b0-4035-b504-86a20e709f56,10.1.0.2,34667,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.290570,0,9362f9d8-ee66-4dad-bc7e-44c1c986222e,10.1.0.2,46741,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.292230,0,31f1cdd7-047e-4fd9-8c8d-5e63ef9a4f1a,10.1.0.2,34069,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.295812,0,bdcfa72b-3c9b-4fa9-a00c-30b7a540c1d8,10.1.0.2,37283,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.297833,0,d978f53b-0c08-4cb0-83bc-e79577672411,10.1.0.2,34499,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.299652,0,b5f768c7-6a95-4944-acef-45bc2bb9d3e7,10.1.0.2,43731,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.301330,0,c86a2a2c-c32e-43d5-89ec-fabfb30c767f,10.1.0.2,37939,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.303280,0,7e3f1c60-1c7a-4863-9213-ac40328b16ca,10.1.0.2,41811,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.305672,0,c6075321-5801-44e4-b3c5-df41c09f9a48,10.1.0.2,32917,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.307703,0,a209c99b-46b4-4659-800e-0ae617ae6d97,10.1.0.2,35055,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.309444,0,aa12d9f3-b0ba-4d12-8dd8-e044732bee4f,10.1.0.2,37647,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.311224,0,7cfdee3d-a9a9-4ec0-9b68-783c4cad873a,10.1.0.2,34709,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.312981,0,1c04e266-860c-4be3-be89-436f890d61ae,10.1.0.2,35807,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.314878,0,f5fcb9a8-c690-4a5f-8236-ae13b0795687,10.1.0.2,44655,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.316881,0,708a0096-5685-479a-9c5d-addc2f4fe181,10.1.0.2,41657,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.318705,0,db6ffbdb-e5d4-4b6d-902b-f0dcaa206ab9,10.1.0.2,43951,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.320976,0,82a8424d-3cba-421b-b116-98fe50a5a459,10.1.0.2,45857,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.323059,0,20d47798-e04b-4b0b-8a40-48c17fd78485,10.1.0.2,46469,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.324877,0,f2c4c949-dccc-49a7-ac6e-f494809aa761,10.1.0.2,33769,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.326808,0,0b070148-ad0f-475a-bff2-564e600928db,10.1.0.2,35475,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.329201,0,c4afbe42-921d-48ba-be8c-f82664df83ed,10.1.0.2,37631,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.331159,0,2153c059-b3bd-4bfc-a8a2-578745c2a8ee,10.1.0.2,43639,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.333000,0,e5771939-a40f-4fab-8165-a20a5c011db7,10.1.0.2,37643,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.334655,0,008ba813-6bc5-4e54-9a39-abc29683c1da,10.1.0.2,35343,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.336920,0,7be98e30-d958-4e93-9134-d4b2568fd850,10.1.0.2,33989,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.339518,0,6672435f-ae8c-490b-8749-9607cdbdfec5,10.1.0.2,39029,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.341959,0,bf544bdb-1c59-43da-bdbf-7e465291f33e,10.1.0.2,35275,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.343994,0,08d53609-c2cf-4d74-bbb5-6fdc63617c08,10.1.0.2,42805,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.346940,0,4975be32-068d-47b0-ba41-422a98d0559b,10.1.0.2,41319,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.349417,0,ff8c8a28-fd6f-40fb-b813-f6b48bda0dc4,10.1.0.2,41845,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.351363,0,5928de80-c006-4e4f-862f-7962eeec172a,10.1.0.2,46003,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.353997,0,327c688e-d1f4-43f8-86f6-ddda7b8f0681,10.1.0.2,32777,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.356226,0,8fc84afb-bfa3-43e3-9941-0d03633aa85d,10.1.0.2,40521,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.358147,0,ab1d6be1-29e4-4a25-b845-a737bd36b944,10.1.0.2,34383,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.359938,0,09745334-548b-49b0-b764-11b562ad4c49,10.1.0.2,42575,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.361894,0,049a43e6-3eb9-48ba-9637-2aad97a6e79a,10.1.0.2,43293,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.363603,0,24805c37-3b7e-40e6-ab64-1a4cb2ae0903,10.1.0.2,34825,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.365428,0,8a6089a6-a33e-42d7-b470-128bbf4f4cf6,10.1.0.2,42175,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.367183,0,374ea6aa-43fe-4c2a-b15d-3941fc27bfad,10.1.0.2,39759,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.368927,0,66b18acc-c969-4922-a4f8-136621241511,10.1.0.2,33563,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.370676,0,480cae97-6a12-47b1-b1af-e1506a37fe68,10.1.0.2,36945,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.372416,0,22ef1f43-d2d5-4738-8d4b-ab0e96eb47f7,10.1.0.2,37287,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.374296,0,d54018f5-9c12-4b0b-9844-89f60cf33499,10.1.0.2,38621,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.376134,0,a946d882-85e5-41a0-85db-653e742a5b76,10.1.0.2,46063,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.378088,0,8b8d915f-3a1a-46d5-b7fc-0c97cec7da73,10.1.0.2,44487,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.380331,0,ab81d51c-6367-45dc-842a-0171d7419be9,10.1.0.2,38629,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.382407,0,3ac8d960-7b16-4732-b253-667046262573,10.1.0.2,45701,10.0.255.2,21,ftp,1
2024-04-29 22:29:42.384423,0,2e1b74d6-a324-4f51-a98e-6af24d366c15,10.1.0.2,41761,10.0.255.2,21,ftp,1
